Voltage (V),Current (A)
50.0,-5.95443e-06
50.2,-5.87341e-06
50.400000000000006,-5.79033e-06
50.60000000000001,-5.69116e-06
50.80000000000001,-5.60503e-06
51.000000000000014,-5.53069e-06
51.20000000000002,-5.44363e-06
51.40000000000002,-5.34551e-06
51.60000000000002,-5.26192e-06
51.800000000000026,-5.1786e-06
52.00000000000003,-5.08395e-06
52.20000000000003,-4.99169e-06
52.400000000000034,-4.91162e-06
52.60000000000004,-4.82618e-06
52.80000000000004,-4.72025e-06
53.00000000000004,-4.626e-06
53.200000000000045,-4.54199e-06
53.40000000000005,-4.44951e-06
53.60000000000005,-4.36521e-06
53.800000000000054,-4.27307e-06
54.00000000000006,-4.16721e-06
54.20000000000006,-4.08294e-06
54.40000000000006,-3.98798e-06
54.600000000000065,-3.88917e-06
54.80000000000007,-3.7869e-06
55.00000000000007,-3.69737e-06
55.200000000000074,-3.60232e-06
55.40000000000008,-3.50625e-06
55.60000000000008,-3.40437e-06
55.80000000000008,-3.30609e-06
56.000000000000085,-3.19519e-06
56.20000000000009,-3.10117e-06
56.40000000000009,-2.98677e-06
56.600000000000094,-2.88557e-06
56.8000000000001,-2.78063e-06
57.0000000000001,-2.67768e-06
57.2000000000001,-2.57139e-06
57.400000000000105,-2.46324e-06
57.60000000000011,-2.35793e-06
57.80000000000011,-2.23643e-06
58.000000000000114,-2.12462e-06
58.20000000000012,-2.01946e-06
58.40000000000012,-1.89807e-06
58.60000000000012,-1.78602e-06
58.800000000000125,-1.65053e-06
59.00000000000013,-1.53005e-06
59.20000000000013,-1.41546e-06
59.400000000000134,-1.28799e-06
59.600000000000136,-1.16672e-06
59.80000000000014,-1.03396e-06
60.00000000000014,-9.0566e-07
60.200000000000145,-7.74317e-07
60.40000000000015,-6.32998e-07
60.60000000000015,-4.82451e-07
60.80000000000015,-3.36927e-07
61.000000000000156,-1.90834e-07
61.20000000000016,-4.92466e-08
61.40000000000016,1.15738e-07
61.600000000000165,2.77489e-07
61.80000000000017,4.35915e-07
62.00000000000017,6.08338e-07
62.20000000000017,7.97246e-07
62.400000000000176,9.7888e-07
62.60000000000018,1.17095e-06
62.80000000000018,1.37503e-06
63.000000000000185,1.57982e-06
63.20000000000019,1.78598e-06
63.40000000000019,2.0188e-06
63.60000000000019,2.25339e-06
63.800000000000196,2.50234e-06
64.0000000000002,2.7642e-06
64.2000000000002,3.04404e-06
64.4000000000002,3.34249e-06
64.60000000000021,3.66275e-06
64.80000000000021,3.99278e-06
65.00000000000021,4.34778e-06
65.20000000000022,4.72869e-06
65.40000000000022,5.13915e-06
65.60000000000022,5.58507e-06
65.80000000000022,6.06157e-06
66.00000000000023,6.57964e-06
66.20000000000023,7.1465e-06
66.40000000000023,7.77134e-06
66.60000000000024,8.46217e-06
66.80000000000024,9.21068e-06
67.00000000000024,1.00559e-05
67.20000000000024,1.10073e-05
67.40000000000025,1.20945e-05
67.60000000000025,1.33746e-05
67.80000000000025,1.49093e-05
68.00000000000026,1.68696e-05
68.20000000000026,1.93692e-05
68.40000000000026,2.2748e-05
68.60000000000026,2.73372e-05
68.80000000000027,3.3707e-05
69.00000000000027,4.26205e-05
69.20000000000027,5.51705e-05
69.40000000000028,7.25638e-05
69.60000000000028,9.58048e-05
69.80000000000028,0.00011802
70.00000000000028,0.000132746
70.20000000000029,0.000145232
70.40000000000029,0.00015648
70.60000000000029,0.000167069
70.8000000000003,0.000177237
71.0000000000003,0.000187069
71.2000000000003,0.000196495
71.4000000000003,0.000205961
71.6000000000003,0.000215281
71.80000000000031,0.000224609
72.00000000000031,0.000233348
72.20000000000032,0.000241813
72.40000000000032,0.000250315
72.60000000000032,0.000258467
72.80000000000032,0.000266641
73.00000000000033,0.000274536
73.20000000000033,0.000282247
73.40000000000033,0.000289737
73.60000000000034,0.000297237
73.80000000000034,0.000304538
74.00000000000034,0.000311725
74.20000000000034,0.000318979
74.40000000000035,0.000326108
74.60000000000035,0.000333056
74.80000000000035,0.000340105
75.00000000000036,0.000347108
75.20000000000036,0.00035414
75.40000000000036,0.000361157
75.60000000000036,0.000368162
75.80000000000037,0.000375318
76.00000000000037,0.000382678
76.20000000000037,0.000390022
76.40000000000038,0.000397533
76.60000000000038,0.000405055
76.80000000000038,0.000412826
77.00000000000038,0.000420736
77.20000000000039,0.000428623
77.40000000000039,0.000436561
77.60000000000039,0.000444824
77.8000000000004,0.000453026
78.0000000000004,0.000461426
78.2000000000004,0.000470309
78.4000000000004,0.00047851
78.6000000000004,0.000486896
78.80000000000041,0.000495351
79.00000000000041,0.000503837
79.20000000000041,0.00051279
79.40000000000042,0.000521089
79.60000000000042,0.000529435
79.80000000000042,0.000537771
80.00000000000043,0.000546248
80.20000000000043,0.00055459
80.40000000000043,0.000562818
80.60000000000043,0.000571046
80.80000000000044,0.000579124
81.00000000000044,0.000587283
81.20000000000044,0.000595441
81.40000000000045,0.000603595
81.60000000000045,0.000611217
81.80000000000045,0.000619129
82.00000000000045,0.000627337
82.20000000000046,0.000635312
82.40000000000046,0.000643365
82.60000000000046,0.000651305
82.80000000000047,0.000659279
83.00000000000047,0.000666997
83.20000000000047,0.00067486
83.40000000000047,0.000682643
83.60000000000048,0.0006904
83.80000000000048,0.000698122
84.00000000000048,0.000706274
84.20000000000049,0.000714597
84.40000000000049,0.000722763
84.60000000000049,0.000731385
84.8000000000005,0.000738804
85.0000000000005,0.000746808
