Voltage (V),Current (A)
75.0,-1.12042e-05
75.2,-1.11149e-05
75.4,-1.10458e-05
75.60000000000001,-1.09484e-05
75.80000000000001,-1.07732e-05
76.00000000000001,-1.07792e-05
76.20000000000002,-1.06281e-05
76.40000000000002,-1.05201e-05
76.60000000000002,-1.0333e-05
76.80000000000003,-1.03257e-05
77.00000000000003,-1.02126e-05
77.20000000000003,-1.00999e-05
77.40000000000003,-9.92146e-06
77.60000000000004,-9.86295e-06
77.80000000000004,-9.72944e-06
78.00000000000004,-9.63208e-06
78.20000000000005,-9.50154e-06
78.40000000000005,-9.42694e-06
78.60000000000005,-9.32924e-06
78.80000000000005,-9.15165e-06
79.00000000000006,-9.09941e-06
79.20000000000006,-8.93265e-06
79.40000000000006,-8.88611e-06
79.60000000000007,-8.75212e-06
79.80000000000007,-8.667e-06
80.00000000000007,-8.47736e-06
80.20000000000007,-8.41792e-06
80.40000000000008,-8.2492e-06
80.60000000000008,-8.12327e-06
80.80000000000008,-8.04601e-06
81.00000000000009,-7.9088e-06
81.20000000000009,-7.74749e-06
81.40000000000009,-7.68447e-06
81.6000000000001,-7.5955e-06
81.8000000000001,-7.51714e-06
82.0000000000001,-7.32783e-06
82.2000000000001,-7.22076e-06
82.4000000000001,-7.16763e-06
82.60000000000011,-6.94722e-06
82.80000000000011,-6.90154e-06
83.00000000000011,-6.825e-06
83.20000000000012,-6.69552e-06
83.40000000000012,-6.52525e-06
83.60000000000012,-6.44468e-06
83.80000000000013,-6.45629e-06
84.00000000000013,-6.30462e-06
84.20000000000013,-6.11702e-06
84.40000000000013,-6.06879e-06
84.60000000000014,-5.83503e-06
84.80000000000014,-5.77944e-06
85.00000000000014,-5.72432e-06
85.20000000000014,-5.65846e-06
85.40000000000015,-5.45634e-06
85.60000000000015,-5.35502e-06
85.80000000000015,-5.2956e-06
86.00000000000016,-5.098e-06
86.20000000000016,-5.02119e-06
86.40000000000016,-4.87863e-06
86.60000000000016,-4.74815e-06
86.80000000000017,-4.77902e-06
87.00000000000017,-4.50153e-06
87.20000000000017,-4.35077e-06
87.40000000000018,-4.39807e-06
87.60000000000018,-4.0904e-06
87.80000000000018,-4.07397e-06
88.00000000000018,-3.90554e-06
88.20000000000019,-3.83067e-06
88.40000000000019,-3.54625e-06
88.6000000000002,-3.48929e-06
88.8000000000002,-3.30349e-06
89.0000000000002,-3.31339e-06
89.2000000000002,-3.01478e-06
89.4000000000002,-2.8985e-06
89.60000000000021,-3.00437e-06
89.80000000000021,-2.73656e-06
90.00000000000021,-2.42209e-06
90.20000000000022,-2.25587e-06
90.40000000000022,-2.14921e-06
90.60000000000022,-1.87197e-06
90.80000000000022,-1.81284e-06
91.00000000000023,-1.77099e-06
91.20000000000023,-1.42174e-06
91.40000000000023,-1.22891e-06
91.60000000000024,-1.02665e-06
91.80000000000024,-8.54785e-07
92.00000000000024,-7.16298e-07
92.20000000000024,-6.06081e-07
92.40000000000025,-2.752e-07
92.60000000000025,1.48311e-07
92.80000000000025,2.31181e-07
93.00000000000026,6.76939e-07
93.20000000000026,9.83053e-07
93.40000000000026,1.04476e-06
93.60000000000026,1.45614e-06
93.80000000000027,1.81133e-06
94.00000000000027,2.02532e-06
94.20000000000027,2.3552e-06
94.40000000000028,3.0182e-06
94.60000000000028,3.38517e-06
94.80000000000028,3.67976e-06
95.00000000000028,4.24226e-06
95.20000000000029,4.87692e-06
95.40000000000029,5.411e-06
95.60000000000029,5.99667e-06
95.8000000000003,6.68538e-06
96.0000000000003,7.50576e-06
96.2000000000003,8.31821e-06
96.4000000000003,9.26638e-06
96.6000000000003,1.03703e-05
96.80000000000031,1.16153e-05
97.00000000000031,1.29214e-05
97.20000000000032,1.44405e-05
97.40000000000032,1.62495e-05
97.60000000000032,1.8517e-05
97.80000000000032,2.11556e-05
98.00000000000033,2.4564e-05
98.20000000000033,2.90165e-05
98.40000000000033,3.46928e-05
98.60000000000034,4.23431e-05
98.80000000000034,5.26718e-05
99.00000000000034,6.65483e-05
99.20000000000034,8.56555e-05
99.40000000000035,0.000111054
99.60000000000035,0.000142102
99.80000000000035,0.000167109
100.00000000000036,0.000183836
100.20000000000036,0.000198366
100.40000000000036,0.000212008
100.60000000000036,0.000224909
100.80000000000037,0.000237659
101.00000000000037,0.0002504
101.20000000000037,0.000262705
101.40000000000038,0.000274903
101.60000000000038,0.000286925
101.80000000000038,0.000299068
102.00000000000038,0.000310924
102.20000000000039,0.000322002
102.40000000000039,0.000333389
102.60000000000039,0.000344063
102.8000000000004,0.000354825
103.0000000000004,0.000365124
103.2000000000004,0.000375556
103.4000000000004,0.000385637
103.6000000000004,0.000395398
103.80000000000041,0.000405019
104.00000000000041,0.000415174
104.20000000000041,0.000425067
104.40000000000042,0.000434701
104.60000000000042,0.000444306
104.80000000000042,0.000453832
105.00000000000043,0.000463617
105.20000000000043,0.000473678
105.40000000000043,0.000483702
105.60000000000043,0.000494006
105.80000000000044,0.000503966
106.00000000000044,0.000514767
106.20000000000044,0.000524955
106.40000000000045,0.000535842
