LabVIEW Measurement	
Writer_Version	2
Reader_Version	2
Separator	Tab
Decimal_Separator	.
Multi_Headings	No
X_Columns	No
Time_Pref	Relative
Operator	szc0199
Date	2024/09/16
Time	17:17:18.35958099365234375
***End_of_Header***	
	
Channels	2		
Samples	250	250	
Date	2024/09/16	2024/09/16	
Time	17:17:18.35958099365234375	17:17:18.35958099365234375	
X_Dimension	Time	Time	
X0	0.0000000000000000E+0	0.0000000000000000E+0	
Delta_X	1.000000	1.000000	
***End_of_Header***			
X_Value	Untitled	Untitled 1	Comment
	-75.006424	-6.913401E-6
	-74.504745	-6.876936E-6
	-74.006088	-6.837432E-6
	-73.508263	-6.805019E-6
	-73.006683	-6.767033E-6
	-72.508438	-6.732593E-6
	-72.006760	-6.698657E-6
	-71.508553	-6.657128E-6
	-71.006516	-6.620155E-6
	-70.508148	-6.583690E-6
	-70.006577	-6.550767E-6
	-69.508194	-6.515313E-6
	-69.009850	-6.476824E-6
	-68.507881	-6.438840E-6
	-68.009590	-6.400346E-6
	-67.507889	-6.368440E-6
	-67.009521	-6.330960E-6
	-66.508072	-6.292468E-6
	-66.009346	-6.255495E-6
	-65.507278	-6.216497E-6
	-65.008827	-6.182060E-6
	-64.506851	-6.143059E-6
	-64.008385	-6.111153E-6
	-63.509495	-6.073671E-6
	-63.007412	-6.034674E-6
	-62.508926	-5.996183E-6
	-62.006947	-5.961237E-6
	-61.508591	-5.924772E-6
	-61.006618	-5.886784E-6
	-60.507980	-5.853864E-6
	-60.006302	-5.815373E-6
	-59.507816	-5.777387E-6
	-59.005989	-5.739909E-6
	-58.507233	-5.702429E-6
	-58.008839	-5.662419E-6
	-57.506588	-5.624436E-6
	-57.008041	-5.593034E-6
	-56.506039	-5.554541E-6
	-56.007549	-5.517061E-6
	-55.505688	-5.476038E-6
	-55.006744	-5.437545E-6
	-54.504898	-5.400575E-6
	-54.006306	-5.366133E-6
	-53.507629	-5.328149E-6
	-53.005833	-5.290669E-6
	-52.507477	-5.251670E-6
	-52.005539	-5.215712E-6
	-51.507271	-5.178739E-6
	-51.005627	-5.138224E-6
	-50.507278	-5.099731E-6
	-50.005573	-5.064275E-6
	-49.506897	-5.027304E-6
	-49.005230	-4.984763E-6
	-48.506847	-4.948801E-6
	-48.008667	-4.907778E-6
	-47.506889	-4.867260E-6
	-47.008476	-4.830793E-6
	-46.507130	-4.793315E-6
	-46.008717	-4.752290E-6
	-45.507160	-4.711268E-6
	-45.008682	-4.675307E-6
	-44.507195	-4.636310E-6
	-44.008472	-4.595287E-6
	-43.506710	-4.559326E-6
	-43.008366	-4.519822E-6
	-42.509949	-4.483355E-6
	-42.008324	-4.440813E-6
	-41.509869	-4.406372E-6
	-41.007896	-4.366362E-6
	-40.509605	-4.329896E-6
	-40.007824	-4.287858E-6
	-39.509644	-4.246328E-6
	-39.007683	-4.211889E-6
	-38.508816	-4.170357E-6
	-38.010296	-4.130853E-6
	-37.508438	-4.089322E-6
	-37.009914	-4.053869E-6
	-36.507862	-4.010818E-6
	-36.009254	-3.972833E-6
	-35.507038	-3.932824E-6
	-35.008434	-3.896862E-6
	-34.506645	-3.851280E-6
	-34.008011	-3.814308E-6
	-33.506115	-3.775310E-6
	-33.007549	-3.730741E-6
	-32.509045	-3.690223E-6
	-32.007183	-3.647680E-6
	-31.508511	-3.607669E-6
	-31.006824	-3.565125E-6
	-30.508028	-3.522076E-6
	-30.005871	-3.477506E-6
	-29.507206	-3.438002E-6
	-29.005384	-3.395458E-6
	-28.506794	-3.353928E-6
	-28.004622	-3.310372E-6
	-27.505901	-3.268334E-6
	-27.007362	-3.228828E-6
	-26.505276	-3.183247E-6
	-26.006758	-3.139185E-6
	-25.505075	-3.094108E-6
	-25.006630	-3.057136E-6
	-24.504887	-3.012059E-6
	-24.006453	-2.959894E-6
	-23.504875	-2.919376E-6
	-23.006327	-2.872780E-6
	-22.507935	-2.827199E-6
	-22.005928	-2.775032E-6
	-21.507484	-2.733502E-6
	-21.005924	-2.683868E-6
	-20.507586	-2.636767E-6
	-20.005892	-2.591690E-6
	-19.507668	-2.540029E-6
	-19.005981	-2.487864E-6
	-18.507662	-2.441269E-6
	-18.005890	-2.388089E-6
	-17.507696	-2.337442E-6
	-17.009144	-2.283250E-6
	-16.507206	-2.228045E-6
	-16.008705	-2.173852E-6
	-15.507076	-2.118647E-6
	-15.008701	-2.063949E-6
	-14.506917	-2.005198E-6
	-14.008360	-1.945434E-6
	-13.506563	-1.883645E-6
	-13.008114	-1.818817E-6
	-12.506639	-1.757534E-6
	-12.008057	-1.689667E-6
	-11.509511	-1.622813E-6
	-11.007185	-1.550388E-6
	-10.508676	-1.479482E-6
	-10.006620	-1.400979E-6
	-9.507940	-1.320451E-6
	-9.006118	-1.236377E-6
	-8.507040	-1.150277E-6
	-8.005008	-1.062151E-6
	-7.506609	-9.669345E-7
	-7.007905	-8.742509E-7
	-6.506006	-7.744759E-7
	-6.007072	-6.747014E-7
	-5.505516	-5.698622E-7
	-5.007038	-4.665423E-7
	-4.504973	-3.556315E-7
	-4.006476	-2.472539E-7
	-3.504522	-1.403958E-7
	-3.005449	-3.657590E-8
	-2.503477	6.471163E-8
	-2.004927	1.589087E-7
	-1.506377	2.439901E-7
	-1.004192	3.255264E-7
	-0.505795	4.106076E-7
	-0.003398	5.194921E-7
	0.497439	6.501527E-7
	0.996024	8.182903E-7
	1.498183	1.014788E-6
	1.996749	1.255852E-6
	2.495404	1.604281E-6
	2.997332	2.179089E-6
	3.496068	3.095739E-6
	3.997943	4.525411E-6
	4.496640	6.475196E-6
	4.998666	9.003835E-6
	5.497160	1.202119E-5
	5.999128	1.545686E-5
	6.497118	1.912246E-5
	6.999449	2.292682E-5
	7.498144	2.668407E-5
	7.996536	3.033193E-5
	8.498525	3.381420E-5
	8.997172	3.702756E-5
	9.499145	3.998766E-5
	9.998083	4.263632E-5
	10.499994	4.500090E-5
	10.998580	4.709249E-5
	11.500379	4.900122E-5
	11.999107	5.077123E-5
	12.497966	5.245970E-5
	12.999392	5.410411E-5
	13.497972	5.573382E-5
	13.999595	5.736454E-5
	14.497889	5.897148E-5
	14.999830	6.055964E-5
	15.498256	6.211036E-5
	16.000040	6.366056E-5
	16.498299	6.518392E-5
	17.000008	6.668401E-5
	17.498438	6.814760E-5
	17.996929	6.959449E-5
	18.498625	7.077550E-5
	18.997028	7.203046E-5
	19.498739	7.327882E-5
	19.996475	7.453731E-5
	20.498407	7.582163E-5
	20.996887	7.711859E-5
