Voltage (V),Current (A)
78.80000000000027,-2.75568e-06
79.00000000000027,-2.61933e-06
79.20000000000027,-2.47243e-06
79.40000000000028,-2.31498e-06
79.60000000000028,-2.20918e-06
79.80000000000028,-2.0775e-06
80.00000000000028,-1.90372e-06
80.20000000000029,-1.72476e-06
80.40000000000029,-1.58189e-06
80.60000000000029,-1.40873e-06
80.8000000000003,-1.27581e-06
81.0000000000003,-1.09936e-06
81.2000000000003,-8.86748e-07
81.4000000000003,-7.08264e-07
81.6000000000003,-5.00048e-07
81.80000000000031,-3.05996e-07
82.00000000000031,-1.33887e-07
82.20000000000032,7.68138e-08
82.40000000000032,3.11809e-07
82.60000000000032,5.30982e-07
82.80000000000032,7.27675e-07
83.00000000000033,9.73784e-07
83.20000000000033,1.24799e-06
83.40000000000033,1.48715e-06
83.60000000000034,1.79456e-06
83.80000000000034,2.14055e-06
84.00000000000034,2.51252e-06
84.20000000000034,2.79578e-06
84.40000000000035,3.1909e-06
84.60000000000035,3.55242e-06
84.80000000000035,4.00928e-06
85.00000000000036,4.46707e-06
85.20000000000036,4.89051e-06
85.40000000000036,5.44317e-06
85.60000000000036,6.00379e-06
85.80000000000037,6.67883e-06
86.00000000000037,7.36634e-06
86.20000000000037,8.06897e-06
86.40000000000038,8.96511e-06
86.60000000000038,9.829e-06
86.80000000000038,1.08603e-05
87.00000000000038,1.20296e-05
87.20000000000039,1.34123e-05
87.40000000000039,1.49314e-05
87.60000000000039,1.68172e-05
87.8000000000004,1.90891e-05
88.0000000000004,2.19596e-05
88.2000000000004,2.56874e-05
88.4000000000004,3.05911e-05
88.6000000000004,3.71806e-05
88.80000000000041,4.61876e-05
89.00000000000041,5.83422e-05
89.20000000000041,7.50911e-05
89.40000000000042,9.78055e-05
89.60000000000042,0.000126764
89.80000000000042,0.000150696
90.00000000000043,0.000166432
90.20000000000043,0.000180211
90.40000000000043,0.000192865
90.60000000000043,0.000205045
90.80000000000044,0.000216647
91.00000000000044,0.000228372
91.20000000000044,0.000239731
91.40000000000045,0.000250958
91.60000000000045,0.000261912
91.80000000000045,0.000272708
92.00000000000045,0.000283446
92.20000000000046,0.000293885
92.40000000000046,0.0003039
92.60000000000046,0.000313827
92.80000000000047,0.000323381
93.00000000000047,0.000333168
93.20000000000047,0.000342768
93.40000000000047,0.000351756
93.60000000000048,0.000360838
93.80000000000048,0.000369677
94.00000000000048,0.00037886
94.20000000000049,0.000387777
94.40000000000049,0.000396508
94.60000000000049,0.000405192
94.8000000000005,0.000414316
95.0000000000005,0.000423323
95.2000000000005,0.000432033
95.4000000000005,0.000440835
95.6000000000005,0.000449788
95.80000000000051,0.000459179
96.00000000000051,0.000468558
96.20000000000051,0.000477683
96.40000000000052,0.000487247
96.60000000000052,0.000497063
96.80000000000052,0.00050693
97.00000000000053,0.000516838
97.20000000000053,0.000526982
97.40000000000053,0.000537043
97.60000000000053,0.000547735
97.80000000000054,0.000557955
98.00000000000054,0.000568572
98.20000000000054,0.000578855
98.40000000000055,0.000589385
98.60000000000055,0.000600123
98.80000000000055,0.000610657
99.00000000000055,0.000621558
99.20000000000056,0.000632316
99.40000000000056,0.000643253
99.60000000000056,0.000653821
99.80000000000057,0.000664349
100.00000000000057,0.00067477
100.20000000000057,0.000684767
100.40000000000057,0.000695232
100.60000000000058,0.000705426
100.80000000000058,0.000715887
101.00000000000058,0.000726591
101.20000000000059,0.000736243
101.40000000000059,0.000746945
101.60000000000059,0.000757225
101.8000000000006,0.000767244
102.0000000000006,0.000777079
102.2000000000006,0.000787314
102.4000000000006,0.00079648
102.6000000000006,0.000807087
102.80000000000061,0.000816934
103.00000000000061,0.000827045
103.20000000000061,0.000836796
103.40000000000062,0.000846771
103.60000000000062,0.000857042
103.80000000000062,0.000867486
104.00000000000063,0.000877642
104.20000000000063,0.000887975
104.40000000000063,0.000898513
104.60000000000063,0.000907942
104.80000000000064,0.000917755
105.00000000000064,0.000928104
105.20000000000064,0.000939008
105.40000000000065,0.000949343
105.60000000000065,0.000959953
105.80000000000065,0.000970307
106.00000000000065,0.000980135
106.20000000000066,0.000991242
106.40000000000066,0.00100264
106.60000000000066,0.00101254
106.80000000000067,0.00102342
107.00000000000067,0.00103457
107.20000000000067,0.00104555
107.40000000000067,0.00105744
107.60000000000068,0.00106901
107.80000000000068,0.00107995
108.00000000000068,0.00109057
108.20000000000068,0.00110172
108.40000000000069,0.00111326
108.60000000000069,0.00112447
108.8000000000007,0.00113622
109.0000000000007,0.00114678
109.2000000000007,0.00115807
109.4000000000007,0.00116986
109.6000000000007,0.00118061
109.80000000000071,0.00119086
110.00000000000071,0.00120276
